book	entry	book_title_serbian	scripture_refs	situation_syriac	scripture_syriac	situation_greek_retroversion	scripture_greek_retroversion	situation_serbian	scripture_serbian
7	10	Против помисли које долазе од демона таштине	Пс. 118, 115.	ܝ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܫܘܒܚܐ ܤܪܝܩܐ ܕܡܒܛܠܝܢ ܠܗ ܠܪܥܝܢܐ ܒܬܪ̈ܥܝܬܐ ܕܟܠ ܓܢܣ: ܟܕ ܒܙܒܢ ܡܦܪܢܣܐ ܕܢܟ̈ܤܐ ܕܐܠܗܐ ܥܒܕܝܢ ܠܗ: ܘܒܙܒܢ ܫܪܝܪܐ ܥܠ ܐ̈ܚܐ ܡܩܝܡܝܢ ܠܗ܀	ܥܒܪܘ ܡܢܝ ܥܘ̈ܠܐ ܕܐܛܪ ܦܘܩ̈ܕܢܘܗܝ ܕܐܠܗܝ	10. προς λογισμους κενοδοξιας τον νουν παντοιοις νοημασι περισπωντας τοτε μεν αυτον οικονομον των θεου κτηματων ποιουντας τοτε δε εποπτην των αδελφων αυτον καθιστωντας	+ .	Против помисли таштине које свакојаким помислима обарају ум, понекад га чинећи управитељем Божијих добара, понекад га именујући надзорником браће:	Уклоните се од мене, злолукави, и истражићу заповести Бога мојега.
7	11	Против помисли које долазе од демона таштине	Пс. 139, 6.	ܝܐ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܤܪܝܩܐ ܕܡܠܟ ܠܝ ܡܘܠܟܢܐ ܩܫܝܐ: ܕܐܪܚܩ ܡܢ ܐܚܘܬܐ: ܘܐܚܒܘܫ ܢܦܫܝ ܡܛܠ ܐ̈ܚܐ: ܘܣܒܪ ܠܗ ܕܡܛܥܐ ܠܝ܀	ܒܐܘܪܚܐ ܕܗ̈ܠܟܬܝ ܛܡܪܘ ܠܝ ܫܒܗܪ̈ܢܐ ܦܚ̈ܐ	11. προς λογισμον κενοδοξιας σκληραν μοι βουλην υποτιθεντα ινα της αδελφο­τητος (του κοινου) αποχωρησας εμαυτον δια τους αδελφους εγκλειω και οιομενον οτι με πλαναι	+ .	Против помисли таштине која ми озбиљно саветује да се удаљим од братије и да се клоним од братства, сматрајући да ме они воде у заблуду:	Скрише гордељивци замку мени.
7	12	Против помисли које долазе од демона таштине	Прич. 10, 19.	ܝܒ: ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܐܠܨ ܠܢ ܕܢܡܠܠ ܣܓܝ ܘܕܝܬܝܪ̈ܢ. ܕܗܕܐ ܕܝܢ ܝܬܝܪ ܩܠܝܠ ܫܟܝܚܐ܆ ܠܘܬ ܝܚ̈ܝܕܝܐ ܐܝܠܝܢ ܕܒܚܒܘܫܝܐ ܐܢܘܢ: ܘܡܛܠ ܫܘܒܚܐ ܣܪܝܩܐ ܪܡܝܢ ܢܦܫܗܘܢ ܒܨ̈ܒܘܬܐ ܕܥܠܡܐ: ܘܡܩܒܠܝܢ ܚܕܝܐܝܬ ܠܐܢ̈ܫܐ ܕܡܬܬܕܝܢܝܢ ܥܡ ܚ̈ܕܕܐ ܩܕܡܝܗܘܢ܀	ܒܣܘܓܐܐ ܕܡ̈ܠܐ ܠܐ ܡܬܦܨܐ ܐܢܬ ܡܢ ܥܘܠܐ. ܘܕܚܤܟ ܣ̈ܦܘܬܗ ܣܟܘܠܬܢ	12. προς λογισμον κενοδ. βιαζοντα ημας λαλειν πολυ και τα περισσα· ευρισκεται δε τουτο ως επι το πολυ παρα μοναζουσιν εγκλειστοις δια κενοδοξιαν το ριπτουσιν αυτους εις βιωτικας πραγματειας και ηδεως εκδεχομενοις τους ενωπιον αυτων αλληλοις δικαζομενους	+ .	Против помисли таштине која нас приморава да говоримо о многим и испразним стварима. Ова многоглагољивост брзо постаје очигледна код монаха који живе у осамљености, али се због таштине уплиће у ствари овог света и радо дочекују људе који им долазе да решавају међусобне спорове:	Говорећи много нећеш избећи сагрешење, говорећи уздржано постаћеш разборит.
7	13	Против помисли које долазе од демона таштине	Прич. 14, 12.	ܝܓ ܠܘܩܒܠ ܚܘܫܒܐ ܕܡܠܟ ܠܢ ܕܩܕܡ ܬܩܢܘܬܢ ܢܩܘܡ ܥܠ ܐ̈ܚܐ: ܘܢܕܒܪ ܢܦܫ̈ܬܐ ܒܐܝܕܥܬܗ ܕܡܫܝܚܐ܀܀	ܐܝܬ ܐܘܪܚܐ ܕܣܒܪܝܢ ܥܠܝܗ ܒܢܝܢܫ̈ܐ ܕܬܪܝܨܐ ܗܝ܆ ܘܐܘܪ̈ܚܬܗ ܐܘܪ̈ܚܬܐ ܐ̈ܢܝܢ ܕܡܘܬܐ	13. προς λογισμον ημιν συμβουλευοντα προ της ημων κατορθωσεως των αδελ­φων προστηναι και τας ψυχας εν γνωσει Χ. οδηγησαι	+ .	Против помисли која нас саветује да председавамо браћом и руководимо њиховим душама у познању Христа, према још увек нисмо достигли пуноћу врлина:	Постоји пут који се људима чини исправним, али његови крајеви воде у дубину пакла.
7	14	Против помисли које долазе од демона таштине	Прич. 18, 13.	ܝܕ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܡܓܪܓ ܠܢ ܕܢܫܒܘܩ ܡܟܝܠ ܟܬ̈ܒܐ: ܡܛܠ ܕܠܐ ܐܕܪܟܢܢ ܚܝܠܗܘܢ܀	ܕܝܗܒ ܦܬܓܡܐ ܥܕܠܐ ܢܫܡܥ܆ ܣܟܠܐ ܗܘ ܘܡܚܤܕܐ	14. προς λογισμον κενοδ. προτρεποντα ημας απ’ αρτι τας γραφας αφιεναι οτι την αυτων δυναμιν ουκ κατελαβομεν	+ .	Против помисли таштине која нас наговара да баталимо читање Светог Писма, јер нисмо појмили његову силу:	Онај који одговара пре него што саслуша, на лудост му је и срамоту.
7	15	Против помисли које долазе од демона таштине	Прич. 20, 11.	ܝܗ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܡܓܪܓ ܠܐܝܠܝܢ ܕܣܓܝ ܛܠܝܢ ܕܢܬܒܘܢ ܒܠܚܘܕܝܗܘܢ܀.	ܐܦ ܒܥܒ̈ܕܘܗܝ ܡܬܝܕܥ ܛܠܝܐ. ܐܢ ܕܟܐ ܘܐܢ ܬܪ̈ܝܨܝܢ ܥܒ̈ܕܘܗܝ	15. προς λογισμον κενοδ. προτρεποντα τους λιαν νεους μονους καθησθαι	+ και εν τοις επιτηδευμασιν αυτου γιγνωσκεται ο νεος ει καθαρος εστι και ευθεια τα πραγματα αυτου .	Против помисли таштине која веома младе монахе подстиче да живе осамљено:	Нека делатник буде уздржан у својим намерама; а младић нека живи с човеком светим и биће праведни путеви његови.
7	16	Против помисли које долазе од демона таштине	Прич. 20, 26–27.	ܝܘ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܡܠܟ ܠܢ ܕܠܥܠܡ̈ܝܐ ܐܝܠܝܢ ܕܡܚܒܝܢ ܠܢ ܢܥܪܘܒ: ܡܐ ܕܐܠܨ ܠܗܘܢ ܡܪܐ ܚܘܒܐ܀	ܠܐ ܬܬܠ ܢܦܫܟ ܠܥܪܘܒܘܬܐ: ܒܕܒܗܬ ܐܢܬ ܡܢ ܦܪ̈ܨܘܦܐ. ܐܢ ܠܝܬ ܠܟ ܓܝܪ ܡܢ ܐܝܟܐ ܕܬܦܪܘܥ. ܢܣܒܝܢ ܬܫܘܝܬܐ ܡܢ ܬܚܘܬܝܟ	16. προς λογ. κενοδ. συμβουλευοντα ημιν τους κοσμικους τους ημας αγαπωντας εγγυασθαι του δανειστου αυτους θλιβοντος	+ .	Против помисли таштине која нам саветује да световним људима које волимо пружимо јемство код зајмодаваца који их узнемиравају:	Не буди међу онима који дају руку, који јамче за дугове; ако немаш чиме надокнадити, зашто да ти одузму и постељу испод тебе?
7	17	Против помисли које долазе од демона таштине	Прич. 23, 9.	ܝܙ ܠܘܩܒܠ ܢܦܫܐ ܕܡܛܠ ܫܘܒܚܐ ܣܪܝܩܐ ܡܕܡ ܡܢ ܪ̈ܐܙܐ ܕܝܚܝܕܝܘܬܐ ܠܐܢ̈ܫܐ ܥܠܡ̈ܝܐ ܡܬܢܝܐ܀	ܩܕܡ ܣܟܠܐ ܠܐ ܬܡܠܠ. ܡܛܠ ܕܫܐܛ ܠܗ̈ܝܢ ܠܡ̈ܠܝܟ	17. προς ψυχην δια κενοδοξιαν τι των μοναστικης μυστηριων τοις κοσμικοις μηνυουσαν	+ .	Против душе која због таштине говори светским људима неке од тајни монашког живота:	Пред безумником немој говорити, јер презире твоје умне речи.
7	18	Против помисли које долазе од демона таштине	Прич. 26, 22.	ܝܚ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܡܓܪܓܝܢ ܠܢ ܕܢܦܘܩ ܒܥܠܡܐ: ܡܛܠ ܝܘܬܪܢܐ ܕܐܝܠܝܢ ܕܚܙܝܢ ܠܢ܀	ܡ̈ܠܘܗܝ ܕܛܪܟܢܐ ܫܓܫܢ. ܘܡ̈ܚܬܢ ܠܬܘ̈ܢܐ ܕܠܒܐ	18. προς λογισμους ημας προτρεποντας εις τον κοσμον εξιεναι δια κερδος των ημας ορωντων	+ .	Против помисли које нас маме да изађемо у свет ради користи оних који нас гледају:	Речи лукавих људи су благе, али ударају у дубину утробе.
7	19	Против помисли које долазе од демона таштине	Прич. 26, 24–25.	ܝܛ ܠܘܩܒܠ ܕܝܘܐ ܐܝܢܐ ܕܡܛܠ ܢܣܝ̈ܘܢܐ ܪܘܪ̈ܒܐ: ܐܝܠܝܢ ܕܩܪܒ ܠܢ ܓܠܝܐܝܬ: ܗܦܟ ܬܘܒ ܡܦܝܣ ܠܢ ܕܢܫܒܘܩ ܠܗ. ܗܕܐ ܕܝܢ ܐܝܟ ܕܬܢܝ ܠܢ ܢܒܝܐ ܩܕܝܫܐ ܝܘܚܢܢ. ܡܛܠ ܫܘܒܚܐ ܣܪܝܩܐ ܥܒܕ ܠܗ܀	ܘܠܐ ܠܢ ܕܝܢ ܕܢܦܢܐ ܠܗ ܦܬܓܡܐ܆ ܐܝܢܐ ܕܗܘ ܛܘܒܢܐ ܦܢܝ ܘܐܡܪ. ܡܢ ܣ̈ܦܘܬܗ ܡܬܝܕܥ ܣܢܐܐ. ܘܒܓܘܗ ܟܡܝܢ ܟܡܝܢܐ. ܘܐܢ ܡܡܟܟ ܩܠܗ ܠܐ ܬܗܝܡܢܝܗܝ. ܡܛܠ ܕܫܒܥ ܒ̈ܝܫܢ ܥܡܪ̈ܢ ܒܓܘܗ	19. προς δαιμονα ος περι μεγαλων πειρασμων ων ημιν φανερως επηγαγεν αναστρεφων παλιν ημας αυτωι αφιεναι αναπειθει· τουτο δε καθως ημιν εμηνυσεν ο αγιος προφητης Ιωαννης δια κενοδοξιαν ποιει· προσηκει δε ημας αυτωι αποκρινασθαι ο απεκρινατο αυτωι ο μακαριος λεγων	+ απο των χειλεων αυτου γιγνωσκεται ο μισων και εν τηι καρδιαι ενεδρευεται και εαν ταπεινοι την φωνην κτλ .	Против демона који нас, у вези с великим искушењима која нас отворено нападају, опет убеђује да му дозволимо да нас нападне. Као што нам је рекао свети пророк Јован из Теваиде, демон ово чини због таштине. Њему би требало да одговоримо онако како је одговорио овај блажени, казујући:	Ненавидник се претвара устима својим, а у срцу крије превару. Кад говори умиљатим гласом, не веруј му, јер му је у срцу седам гадова.
7	20	Против помисли које долазе од демона таштине	Прич. 27, 2.	ܟ ܠܘܩܒܠ ܚܘܫ̈ܒܐ ܕܐܠܨܝܢ ܠܢ ܡܛܠ ܫܘܒܚܐ ܕܥܒܪ: ܕܢܓܠܐ ܕܘܒܪ̈ܝܢ ܢܨܝ̈ܚܐ܀܀	ܢܫܒܚܘܢܟ ܢܘܟܪ̈ܝܐ ܘܠܐ ܦܘܡܟ. ܘܐܚܪ̈ܢܐ ܘܠܐ ܣ̈ܦܘܬܟ	20. προς λογισμους βιαζοντας ημας δια προσκαιρον δοξαν τας λαμπρας ημων αναστροφας φανερωσαι	+ .	Против помисли које нас због таштине приморавају да обзнанимо пред свима властити славни начин живота:	Нека те хвали други, а не твоја уста, туђин, а не твоје усне.
7	21	Против помисли које долазе од демона таштине	Проп. 3, 7.	ܟܐ: ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܒܙܒܢܐ ܕܠܐ ܘܠܐ ܐܠܨ ܠܢ ܕܢܡܠܠ: ܘܒܙܒܢܐ ܕܘܠܐ ܡܠܟ ܠܢ ܕܢܫܬܘܩ܀	ܙܒܢܐ ܠܡܫܬܩ ܘܙܒܢܐ ܠܡܡܠܠܘ	21. προς λογισμον κενοδ. καιρωι οτε ου προσηκει ημας λαλειν βιαζοντα οτε δε προσηκει ημιν σιωπαν συμβουλευει	+ .	Против помисли таштине која нас присиљава да говоримо када не треба и саветује нам да ћутимо када треба да говоримо:	Има време кад се ћути, има време кад се говори.
7	22	Против помисли које долазе од демона таштине	Јов. 1, 9.	ܠܘܩܒܠ ܢܦܫܐ ܕܠܐ ܡܦܤܐ ܕܐܦ ܤܛܢܐ ܝܕܥ ܗܘ ܠܗܘܢ ܠܐܝܠܝܢ ܕܦܠܚܝܢ ܠܡܪܝܐ܀	ܥܢܐ ܣܛܢܐ ܘܐܡܪ ܠܡܪܝܐ. ܣܪܝܩܐܝܬ ܓܝܪ ܕܚܠ ܐܝܘܒ ܠܐܠܗܐ. ܐܢܬ ܓܝܪ ܐܓܢܬ ܐܝܕܟ ܥܠܘܗܝ. ܘܥܠ ܒܝܬܗ ܘܥܠ ܒ̈ܢܘܗܝ. ܘܥܠ ܟܠ ܕܐܝܬ ܠܗ ܒܟܠ ܕܘܟܐ. ܘܥܒܕ ܐܝ̈ܕܘܗܝ ܒܪܟܬ. ܘܩܢܝܢܗ ܤܓܝ ܒܐܪܥܐ	22. προς ψυχην ουκ πεπεισμενην οτι και ο διαβολος γιγνωσκει τους θεωι λατρευοντας	+ .	Против душе која не верује да и Сатана познаје оне који служе Господу:	А Сотона одговори Господу и рече: Да ли се узалуд Јов боји Бога? Ниси ли га ти оградио и кућу његову и све што има свуда унаоколо? Дело руку његових благословио си, и стока се његова умножила на земљи.
7	23	Против помисли које долазе од демона таштине	Ис. 10, 16.; Ис. 40, 6–8.	ܠܘܩܒܠ ܕܝܘܐ ܕܡܠܟ ܠܢ ܘܐܡܪ: ܕܡܫܒ̈ܚܐ ܥܒܕ ܐܢܐ ܠܟܘܢ ܒܟܠܕܘܟ: ܩܕܡ ܟܠܗܘܢ ܒܢܝ̈ܢܫܐ. ܘܥܒܕ ܢܦܫܗ܆ ܕܗܐ ܠܡ ܐܙܠ ܡܥܕܪ ܠܢ܀	ܘܢܫܕܪ ܡܪܝܐ ܚܝܠܬܢܐ ܨܥܪܐ ܒܐܝܩܪܟ܆ ܘܒܫܘܒܚܟ ܢܘܪܐ ܬܘܩܕ	23. προς δαιμονα ημιν επαγγελλοντα και λεγοντα οτι ενδοξους ποιησω υμας πανταχου εναντιον παντων ανθρωπων και υποκρινομενον ως δη ημιν βοηθησει	+ .	Против демона који нас саветује – говорећи: „Учинићу те славним пред читавим светом и свим људима“ – и претвара се да нам помаже:	Господ над војскама ће послати срамоту на твоју част и огањ ће запалити на твоју славу. 24. Против душе која више воли људску славу него познање Христа: Свако тело је трава и све добро његово као цвет пољски. Суши се трава, цвет опада кад дух Господњи дуне на њега; доиста је народ трава. Суши се трава, цвет опада, али реч Бога нашега остаје довека.
7	24		Jes. 40, 6-8	ܟܕ ܠܘܩܒܠ ܢܦܫܐ ܕܫܘܒܚܐ ܕܡܢ ܒܢܝܢܫ̈ܐ ܪܚܡܐ: ܝܬܝܪ ܡܢ ܐܝܕܥܬܗ ܕܡܫܝܚܐ܀	ܟܠ ܒܪܢܫܐ ܐܝܟ ܥܡܝܪܐ. ܘܟܠܗ ܝܐܝܘܬܗ ܐܝܟ ܥܘܦܝܐ ܝܒܫ ܥܡܝܪܐ ܘܚܡܐ ܥܘܦܝܐ܆ ܘܡܠܬܗ ܕܐܠܗܢ ܠܥܠܡ̈ܝܢ ܩܝܡܐ	24. προς ψυχην δοξαν παρ’ ανθρωπων φιλουσαν υπερ την γνωσιν Χ.	+ .		
7	25	Против помисли које долазе од демона таштине	Јер. 17, 14.	ܟܗ: ܠܘܬ ܡܪܝܐ ܡܛܠ ܚܘܫ̈ܒܐ ܕܫܘܒܚܐ ܕܐܓܪܘ ܒܢ: ܐܝܠܝܢ ܕܠܪܥܝܢܐ ܕܘܝܐ ܕܩܕܡ ܕܝ̈ܘܐ ܕܪܘܓܙܐ ܘܕܟܪܝܘܬܐ ܘܕܫܘܒܗܪܐ ܒܠܥܝܢ ܠܗ܀	ܐܤܢܝ ܡܪܝܐ ܘܐܬܐܣܐ. ܦܪܘܩܝܢܝ ܘܐܬܦܪܩ. ܡܛܠ ܕܫܘܒܗܪܝ ܐܢܬ ܗܘ	25. εις κυριον περι λογισμων κενοδ. εν ημιν εμμενοντων οι την αθλιαν διανοιαν εναντιον οργης και λυπης και υπερηφανιας δαιμονων καταποντιζουσιν (?)	+ .	Господу, поводом помисли таштине које пребивају у нама и обарају ум којег су демони гнева, туге и гордости већ ранили:	Исцели ме, Господе, и бићу исцељен; избави ме, и бићу избављен, јер си Ти хвала моја.
7	26	Против помисли које долазе од демона таштине	Плач. 3, 53.	ܟܘ: ܠܘܩܒܠ ܕܝܘܐ ܕܥܒܕܢܝ ܒܫܢܬܐ ܕܠܠܝܐ ܪܥܝܐ ܕܥ̈ܢܐ: ܘܒܐܝܡܡܐ ܦܫܩܗ ܠܗ ܠܝ ܠܚܠܡܐ ܘܐܡܪ: ܕܟܗܢܐ ܗܘܐ ܐܢܬ: ܘܗܐ ܐܝܠܝܢ ܕܒܥܝܢ ܠܟ ܒܥܓܠ ܐܬܝܢ ܒܬܪܟ܀	ܫܬܩܘ ܒܓܘܒܐ ܚ̈ܝܝ. ܫܕܘ ܒܝ ܟܐܦ̈ܐ	26. προς δαιμονα ποιησαντα με εν ενυπνιωι νυκτος ποιμενα ποιμνιας και εν τη ημεραι μοι το ενυπνιον εξηγησαμενον και λεγοντα ιερευς εσηι και ιδου οι επιζητουντες σε δια ταχος μετα σε ελευσονται	+ .	Против демона који ме, док сам спавао ноћу, учинио пастиром стада и дању ми протумачио сан говорећи: „Бићеш свештеник, и гле, они који те желе за свештеника ће ускоро доћи да те одведу”:	Свалише у јаму живот мој и набацаше камење на ме.
7	27	Против помисли које долазе од демона таштине	2. Кор. 12, 2.; Дан. 13, 55.	ܟܙ ܠܘܩܒܠ ܕܝܘܐ ܕܗܡܣ ܒܡܕܥܢ ܘܐܡܪ: ܕܗܐ ܠܡ ܒܥܓܠ ܡܬܚܛܦܝܢ ܐܢܬܘܢ ܠܫܡܝܐ. ܗܕܐ ܕܝܢ ܐܢ̈ܫܝܢ ܡܢ ܐ̈ܚܐ ܐܬܚܫܒܘ܆ ܘܒܟܝܡܘܢܐ ܩܫܝܐ ܢܦܠܘ ܘܐܬܢܘܓܘ܀	ܬܪܝܨܐܝܬ ܕܓܠܬ ܒܪܝܫܟ. ܗܐ ܓܝܪ ܡܠܐܟܗ ܕܡܪܝܐ ܫܩܠ ܦܘܩܕܢܐ ܡܢ ܡܪܝܐ܆ ܕܢܦܣܩܟ ܡܢ ܡܨܥܬܟ	27. προς δαιμονα εν νοι ημων διοχλουντα και λεγοντα οτι ιδου εν ταχει αρπαγησεσθε εις τον ουρανον· τουτο δε αδελφων τινες λογισαμενοι εν χαλεπωι χειμωνι επεσον και εναυαγησαν	+ .	Против демона који насрће на наш ум и говори: „Гле, ускоро ћеш бити узнесен на небо“. Нека браћа су имала ову помисао, те су запала у страшну олују и доживела бродолом:	Јеси ли лагао против своје главе, јер је већ Божји анђео примио заповест од Бога да те пресече на два дела.
7	28	Против помисли које долазе од демона таштине	Дан. 13, 59.	ܟܚ ܠܘܩܒܠ ܕܝܘܐ ܕܐܫܬܘܕܝ ܠܢ ܒܠܒܢ: ܕܥܒܕ ܠܢ ܝܵܕܝܥܐ ܒܝܕ ܚܟܡܐ ܩܕܡ ܡ̈ܠܟܐ ܘܪ̈ܝܫܢܐ.܀.	ܬܪܝܨܐܝܬ ܐܦ ܐܢܬ ܕܓܠܬ ܒܪܝܫܟ. ܗܐ ܓܝܪ ܡܠܐܟܗ ܕܡܪܝܐ ܫܩܝܠ ܣܝܦܐ܆ ܕܢܨܪܝܟ ܡܢ ܡܨܥܬܟ. ܘܩܐܡ ܐܝܟܢܐ ܕܢܘܒܕܟ	28. προς δαιμονα επαγγειλαντα ημιν εν τη καρδιαι ημων οτι ημας γνωστους δια σοφιας ποιησει εμπροσθεν βασιλεων και αρχηγων	+ .	Против демона који нам је обећао у срцу нашем да ће нас мудрошћу прославити међу царевима и владарима:	Јеси ли лагао против своје главе, јер анђео Божији чека, с мачем у руци, да те пресече на два дела и да те уништи.
7	29	Против помисли које долазе од демона таштине	Мт. 5, 19.	ܟܛ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܐܝܢܐ ܕܩܕܡ ܕܢܥܒܕ ܦܘܩ̈ܕܢܐ ܕܐܠܗܐ: ܨܒܐ ܕܢܐܠܦ ܐܢܘܢ ܠܐܚ̈ܐ܀	ܟܠ ܕܝܢ ܕܢܥܒܕ ܘܢܐܠܦ܆ ܪܒܐ ܢܬܩܪܐ ܒܡܠܟܘܬܐ ܕܫܡܝܐ.	29. προς λογ. κενοδ. ος προ του ποιειν τας θεου εντολας αυτας τους αδελφους διδαξαι προαιρειται	+ .	Против помисли таштине која жели братију да подучава заповестима Божијим, премда их сама још увек није испунила:	Ко их изврши и научи, тај ће се велики назвати у Царству Небеском.
7	30	Против помисли које долазе од демона таштине	Мт. 6, 1.	ܠ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ ܕܡܬܢܩܦ ܟܠ ܠܙܕܩ̈ܬܐ ܘܠܪܥܝܢܐ ܡܦܬܠܐ ܥܒܕ ܠܗ܀	ܚܘܪܘ ܕܝܢ ܒܙܕܩ̈ܬܟܘܢ ܕܠܐ ܬܥܒܕܘܢܗ ܩܕܡ ܒܢܝܢܫ̈ܐ ܐܝܟ ܕܬܬܚܙܘܢ ܠܗܘܢ ܘܐܠܐ ܐܓܪܐ ܠܝܬ ܠܟܘܢ ܠܘܬ ܐܒܘܟܘܢ ܕܒܫܡܝܐ	30. προς λογ. κενοδ. αντεχομενον των δικαιοσυνων την δε διανοιαν διεστραμ­μενην ποιουντα	+ .	Против помисли таштине која се сасвим везала за спољашња дела праведности и свој унутрашњи свет изопачила:	Пазите да милостињу своју не чините пред људима да вас они виде: иначе плате немате од Оца својега који је на небесима.
7	31	Против помисли које долазе од демона таштине	Мт. 6, 5.	ܠܐ ܠܘܩܒܠ ܚܘܫܒܐ ܕܫܘܒܚܐ ܣܪܝܩܐ: ܕܒܬܩܢܘܬܐ ܕܨܠܘܬܐ ܕܟܝܬܐ ܡܬܚܙܐ ܠܢ. ܘܡܕܡܐ ܠܗ ܠܪܥܝܢܐ ܒܕܡܘܬܐ ܕܗܘ ܨܒܐ: ܟܕ ܗܘ ܪܥܝܬܐ ܕܠܐ ܚܙܬܐ ܘܕܠܐ ܕܡܘܬܐ ܐܝܬܘܗܝ: ܘܨܐܪ ܠܗ ܐܝܟ ܗܘ ܕܡܨܠܐ ܓܝܪ ܠܐܠܗܘܬܐ. ܗܟܢܐ ܕܝܢ ܗܘܐ ܠܗ ܠܪܥܝܢܐ: ܐܝܢܐ ܕܡܢ ܚܫܐ ܕܫܘܒܚܐ ܣܪܝܩܐ ܡܫܬܚܩ: ܘܡܢ ܕܝܘܐ ܗܘ ܐܝܢܐ ܕܒܥܕܢܐ ܕܨܠܘܬܐ ܠܗ ܠܕܘܟܬܐ ܡܬܩܪܒ: ܐܝܟܐ ܕܡܚܘܐ ܕܡܢ ܛ̈ܠܝܐ ܘܡܢ ܐܢ̈ܫܐ ܣ̈ܓܝܐܐ ܡܬܚܙܐ. ܡܢܘ ܕܡܫܟܚ ܕܢܤܬܟܠ ܢܤܬܟܠ܀	ܡܐ ܕܡܨܠܐ ܐܢܬ܆ ܠܐ ܬܗܘܐ ܐܝܟ ܢ̈ܣܒܝ ܒܐ̈ܦܐ: ܕܪܚܡܝܢ ܠܡܩܡ ܒܟܢܘܫ̈ܬܐ ܘܒܙܘ̈ܝܬܐ ܕܫ̈ܘܩܐ ܠܡܨܠܝܘ: ܐܝܟ ܕܢܬܚܙܘܢ ܠܒ̈ܢܝܢܫܐ. ܘܐܡܝܢ ܐܡܪ ܐܢܐ ܠܟܘܢ ܕܩܒܠܘ ܐܓܪܗܘܢ	31. προς λογ. κενοδ. εν καταστασει προσευχης καθαραι φαινομενον ημιν και τον νουν ομοιουμενον ωι θελει ειδει (?) του νοος αορατου και ανειδεου οντος και αυτον ως προσευχομενον της θεοτητι υπογραφοντα· ουτως δε εσται τωι νοι τωι υπο κενοδοξιας παθους συντριβομενωι και υπ’ εκεινου του δαιμονος καιρωι προσευχης εκει προσαγεται ου αποδεικνυσιν οτι υπο παιδων και πολλων ανθρωπων οραται· ο δυνατος συνιεναι συνιησιν	+ .	Против помисли таштине која нам се јавља док пребивамо у стању чисте молитве и саображава наш ум облику којем она жели, иако је ум невидљив и безобличан, и приказује га како се моли божанству. С једне стране, ово се дешава уму који је пометен страшћу таштине; с друге стране, ово долази од демона који се у тренутку молитве приближава месту ума и који тобоже жели да покаже деци и женама оно што је видљиво. Нека разуме онај који може да разуме:	И када се молите, не будите као лицемери; јер се радо моле стојећи у синагогама и на раскршћима, да се покажу људима; заиста вам кажем, примили су плату своју.
